36.771,10.0366,0.188603
36.6289,9.96474,0.18893
36.7992,9.86203,0.19224
36.6479,9.84496,0.18952
36.7404,9.9814,0.188103
36.5284,9.92425,0.192683
36.8995,9.95158,0.185701
36.6784,9.82331,0.192987
36.5874,9.87058,0.193601
36.6672,9.72492,0.185337
36.6289,9.96474,0.18893
36.7992,9.86203,0.19224
36.4694,9.85519,0.190426
36.6289,9.96474,0.18893
36.59,10.0074,0.190025
36.6254,9.81168,0.189219
36.6254,9.81168,0.189219
36.6254,9.81168,0.189219
36.6479,9.84496,0.18952
36.59,10.0074,0.190025
36.6298,9.72499,0.194345
36.726,9.91926,0.192491
36.6479,9.84496,0.18952
36.6479,9.84496,0.18952
36.59,10.0074,0.190025
36.6479,9.84496,0.18952
36.4619,10.0691,0.199862
36.8205,9.83554,0.18653
36.6479,9.84496,0.18952
36.6479,9.84496,0.18952
36.6254,9.81168,0.189219
36.6479,9.84496,0.18952
36.6784,9.82331,0.192987
36.6479,9.84496,0.18952
36.5874,9.87058,0.193601
36.6254,9.81168,0.189219
36.8205,9.83554,0.18653
36.7341,10.0061,0.18658
36.6479,9.84496,0.18952
36.726,9.91926,0.192491
36.6254,9.81168,0.189219
36.7992,9.86203,0.19224
36.6254,9.81168,0.189219
36.6784,9.82331,0.192987
36.9121,9.70693,0.187311
36.8634,9.81632,0.181555
36.7341,10.0061,0.18658
36.6821,9.61118,0.187524
36.7308,9.98456,0.182713
36.6479,9.84496,0.18952
36.5874,9.87058,0.193601
36.59,10.0074,0.190025
36.7341,10.0061,0.18658
36.5442,10.0586,0.191368
36.5284,9.92425,0.192683
36.5442,10.0586,0.191368
36.6479,9.84496,0.18952
36.6254,9.81168,0.189219
36.6479,9.84496,0.18952
36.5874,9.87058,0.193601
36.5284,9.92425,0.192683
36.6254,9.81168,0.189219
36.6289,9.96474,0.18893
36.8205,9.83554,0.18653
36.5442,10.0586,0.191368
36.898,9.96794,0.184779
36.7404,9.9814,0.188103
36.6289,9.96474,0.18893
36.4694,9.85519,0.190426
36.6254,9.81168,0.189219
36.5284,9.92425,0.192683
36.6254,9.81168,0.189219
36.726,9.91926,0.192491
36.6479,9.84496,0.18952
36.7116,9.88703,0.192258
36.8205,9.83554,0.18653
36.6479,9.84496,0.18952
36.6289,9.96474,0.18893
36.5284,9.92425,0.192683
36.5913,10.0025,0.195185
36.9121,9.70693,0.187311
36.6289,9.96474,0.18893
36.5442,10.0586,0.191368
36.6289,9.96474,0.18893
36.7404,9.9814,0.188103
36.5284,9.92425,0.192683
36.771,10.0366,0.188603
36.7308,9.98456,0.182713
36.8327,9.7183,0.190054
36.6479,9.84496,0.18952
36.5284,9.92425,0.192683
36.7116,9.88703,0.192258
36.5874,9.87058,0.193601
36.6298,9.72499,0.194345
36.7404,9.9814,0.188103
36.7341,10.0061,0.18658
36.8995,9.95158,0.185701
36.7341,10.0061,0.18658
36.6672,9.72492,0.185337
36.6254,9.81168,0.189219
36.6289,9.96474,0.18893
36.6479,9.84496,0.18952
36.8634,9.81632,0.181555
36.5284,9.92425,0.192683
36.6479,9.84496,0.18952
36.6479,9.84496,0.18952
36.6784,9.82331,0.192987
36.6289,9.96474,0.18893
36.7404,9.9814,0.188103
36.8205,9.83554,0.18653
36.7341,10.0061,0.18658
36.6479,9.84496,0.18952
36.6254,9.81168,0.189219
36.7404,9.9814,0.188103
36.6254,9.81168,0.189219
36.6289,9.96474,0.18893
36.7404,9.9814,0.188103
36.6479,9.84496,0.18952
36.6479,9.84496,0.18952
36.6289,9.96474,0.18893
36.6254,9.81168,0.189219
36.6479,9.84496,0.18952
36.6479,9.84496,0.18952
36.7404,9.9814,0.188103
36.6784,9.82331,0.192987
36.7341,10.0061,0.18658
36.6289,9.96474,0.18893
36.8205,9.83554,0.18653
36.6479,9.84496,0.18952
36.5874,9.87058,0.193601
36.6479,9.84496,0.18952
36.6784,9.82331,0.192987
